task_id,trajectory_path,stop_reason,reason
102,experiments/baselines/agentdiet/data/102.json,crash,pipeline_anomaly
103,experiments/baselines/agentdiet/data/103.json,crash,pipeline_anomaly
104,experiments/baselines/agentdiet/data/104.json,crash,pipeline_anomaly
105,experiments/baselines/agentdiet/data/105.json,crash,pipeline_anomaly
11,experiments/baselines/agentdiet/data/11.json,crash,pipeline_anomaly
114,experiments/baselines/agentdiet/data/114.json,crash,pipeline_anomaly
118,experiments/baselines/agentdiet/data/118.json,crash,pipeline_anomaly
12,experiments/baselines/agentdiet/data/12.json,crash,pipeline_anomaly
13,experiments/baselines/agentdiet/data/13.json,crash,pipeline_anomaly
130,experiments/baselines/agentdiet/data/130.json,crash,pipeline_anomaly
14,experiments/baselines/agentdiet/data/14.json,crash,pipeline_anomaly
142,experiments/baselines/agentdiet/data/142.json,crash,pipeline_anomaly
156,experiments/baselines/agentdiet/data/156.json,crash,pipeline_anomaly
157,experiments/baselines/agentdiet/data/157.json,crash,pipeline_anomaly
158,experiments/baselines/agentdiet/data/158.json,crash,pipeline_anomaly
159,experiments/baselines/agentdiet/data/159.json,crash,pipeline_anomaly
160,experiments/baselines/agentdiet/data/160.json,crash,pipeline_anomaly
161,experiments/baselines/agentdiet/data/161.json,crash,pipeline_anomaly
162,experiments/baselines/agentdiet/data/162.json,crash,pipeline_anomaly
168,experiments/baselines/agentdiet/data/168.json,crash,pipeline_anomaly
169,experiments/baselines/agentdiet/data/169.json,crash,pipeline_anomaly
170,experiments/baselines/agentdiet/data/170.json,crash,pipeline_anomaly
171,experiments/baselines/agentdiet/data/171.json,crash,pipeline_anomaly
173,experiments/baselines/agentdiet/data/173.json,crash,pipeline_anomaly
174,experiments/baselines/agentdiet/data/174.json,crash,pipeline_anomaly
176,experiments/baselines/agentdiet/data/176.json,crash,pipeline_anomaly
177,experiments/baselines/agentdiet/data/177.json,crash,pipeline_anomaly
178,experiments/baselines/agentdiet/data/178.json,crash,pipeline_anomaly
179,experiments/baselines/agentdiet/data/179.json,crash,pipeline_anomaly
181,experiments/baselines/agentdiet/data/181.json,crash,pipeline_anomaly
182,experiments/baselines/agentdiet/data/182.json,crash,pipeline_anomaly
186,experiments/baselines/agentdiet/data/186.json,crash,pipeline_anomaly
199,experiments/baselines/agentdiet/data/199.json,crash,pipeline_anomaly
204,experiments/baselines/agentdiet/data/204.json,crash,pipeline_anomaly
238,experiments/baselines/agentdiet/data/238.json,crash,pipeline_anomaly
239,experiments/baselines/agentdiet/data/239.json,crash,pipeline_anomaly
240,experiments/baselines/agentdiet/data/240.json,crash,pipeline_anomaly
241,experiments/baselines/agentdiet/data/241.json,crash,pipeline_anomaly
258,experiments/baselines/agentdiet/data/258.json,crash,pipeline_anomaly
26,experiments/baselines/agentdiet/data/26.json,crash,pipeline_anomaly
260,experiments/baselines/agentdiet/data/260.json,crash,pipeline_anomaly
262,experiments/baselines/agentdiet/data/262.json,crash,pipeline_anomaly
263,experiments/baselines/agentdiet/data/263.json,crash,pipeline_anomaly
264,experiments/baselines/agentdiet/data/264.json,crash,pipeline_anomaly
269,experiments/baselines/agentdiet/data/269.json,crash,pipeline_anomaly
27,experiments/baselines/agentdiet/data/27.json,crash,pipeline_anomaly
270,experiments/baselines/agentdiet/data/270.json,crash,pipeline_anomaly
272,experiments/baselines/agentdiet/data/272.json,crash,pipeline_anomaly
273,experiments/baselines/agentdiet/data/273.json,crash,pipeline_anomaly
274,experiments/baselines/agentdiet/data/274.json,crash,pipeline_anomaly
275,experiments/baselines/agentdiet/data/275.json,crash,pipeline_anomaly
276,experiments/baselines/agentdiet/data/276.json,crash,pipeline_anomaly
277,experiments/baselines/agentdiet/data/277.json,crash,pipeline_anomaly
278,experiments/baselines/agentdiet/data/278.json,crash,pipeline_anomaly
279,experiments/baselines/agentdiet/data/279.json,crash,pipeline_anomaly
28,experiments/baselines/agentdiet/data/28.json,crash,pipeline_anomaly
280,experiments/baselines/agentdiet/data/280.json,crash,pipeline_anomaly
281,experiments/baselines/agentdiet/data/281.json,crash,pipeline_anomaly
282,experiments/baselines/agentdiet/data/282.json,crash,pipeline_anomaly
283,experiments/baselines/agentdiet/data/283.json,crash,pipeline_anomaly
284,experiments/baselines/agentdiet/data/284.json,crash,pipeline_anomaly
285,experiments/baselines/agentdiet/data/285.json,crash,pipeline_anomaly
286,experiments/baselines/agentdiet/data/286.json,crash,pipeline_anomaly
289,experiments/baselines/agentdiet/data/289.json,crash,pipeline_anomaly
29,experiments/baselines/agentdiet/data/29.json,crash,pipeline_anomaly
290,experiments/baselines/agentdiet/data/290.json,crash,pipeline_anomaly
291,experiments/baselines/agentdiet/data/291.json,crash,pipeline_anomaly
298,experiments/baselines/agentdiet/data/298.json,crash,pipeline_anomaly
299,experiments/baselines/agentdiet/data/299.json,crash,pipeline_anomaly
30,experiments/baselines/agentdiet/data/30.json,crash,pipeline_anomaly
300,experiments/baselines/agentdiet/data/300.json,crash,pipeline_anomaly
308,experiments/baselines/agentdiet/data/308.json,crash,pipeline_anomaly
309,experiments/baselines/agentdiet/data/309.json,crash,pipeline_anomaly
31,experiments/baselines/agentdiet/data/31.json,crash,pipeline_anomaly
310,experiments/baselines/agentdiet/data/310.json,crash,pipeline_anomaly
311,experiments/baselines/agentdiet/data/311.json,crash,pipeline_anomaly
312,experiments/baselines/agentdiet/data/312.json,crash,pipeline_anomaly
315,experiments/baselines/agentdiet/data/315.json,crash,pipeline_anomaly
316,experiments/baselines/agentdiet/data/316.json,crash,pipeline_anomaly
317,experiments/baselines/agentdiet/data/317.json,crash,pipeline_anomaly
318,experiments/baselines/agentdiet/data/318.json,crash,pipeline_anomaly
323,experiments/baselines/agentdiet/data/323.json,crash,pipeline_anomaly
324,experiments/baselines/agentdiet/data/324.json,crash,pipeline_anomaly
325,experiments/baselines/agentdiet/data/325.json,crash,pipeline_anomaly
326,experiments/baselines/agentdiet/data/326.json,crash,pipeline_anomaly
327,experiments/baselines/agentdiet/data/327.json,crash,pipeline_anomaly
328,experiments/baselines/agentdiet/data/328.json,crash,pipeline_anomaly
333,experiments/baselines/agentdiet/data/333.json,crash,pipeline_anomaly
339,experiments/baselines/agentdiet/data/339.json,crash,pipeline_anomaly
340,experiments/baselines/agentdiet/data/340.json,crash,pipeline_anomaly
341,experiments/baselines/agentdiet/data/341.json,crash,pipeline_anomaly
342,experiments/baselines/agentdiet/data/342.json,crash,pipeline_anomaly
343,experiments/baselines/agentdiet/data/343.json,crash,pipeline_anomaly
349,experiments/baselines/agentdiet/data/349.json,crash,pipeline_anomaly
351,experiments/baselines/agentdiet/data/351.json,crash,pipeline_anomaly
352,experiments/baselines/agentdiet/data/352.json,crash,pipeline_anomaly
353,experiments/baselines/agentdiet/data/353.json,crash,pipeline_anomaly
354,experiments/baselines/agentdiet/data/354.json,crash,pipeline_anomaly
355,experiments/baselines/agentdiet/data/355.json,crash,pipeline_anomaly
357,experiments/baselines/agentdiet/data/357.json,crash,pipeline_anomaly
374,experiments/baselines/agentdiet/data/374.json,crash,pipeline_anomaly
375,experiments/baselines/agentdiet/data/375.json,crash,pipeline_anomaly
387,experiments/baselines/agentdiet/data/387.json,crash,pipeline_anomaly
388,experiments/baselines/agentdiet/data/388.json,crash,pipeline_anomaly
389,experiments/baselines/agentdiet/data/389.json,crash,pipeline_anomaly
390,experiments/baselines/agentdiet/data/390.json,crash,pipeline_anomaly
391,experiments/baselines/agentdiet/data/391.json,crash,pipeline_anomaly
393,experiments/baselines/agentdiet/data/393.json,crash,pipeline_anomaly
394,experiments/baselines/agentdiet/data/394.json,crash,pipeline_anomaly
395,experiments/baselines/agentdiet/data/395.json,crash,pipeline_anomaly
398,experiments/baselines/agentdiet/data/398.json,crash,pipeline_anomaly
399,experiments/baselines/agentdiet/data/399.json,crash,pipeline_anomaly
400,experiments/baselines/agentdiet/data/400.json,crash,pipeline_anomaly
401,experiments/baselines/agentdiet/data/401.json,crash,pipeline_anomaly
402,experiments/baselines/agentdiet/data/402.json,crash,pipeline_anomaly
403,experiments/baselines/agentdiet/data/403.json,crash,pipeline_anomaly
404,experiments/baselines/agentdiet/data/404.json,crash,pipeline_anomaly
405,experiments/baselines/agentdiet/data/405.json,crash,pipeline_anomaly
406,experiments/baselines/agentdiet/data/406.json,crash,pipeline_anomaly
408,experiments/baselines/agentdiet/data/408.json,crash,pipeline_anomaly
410,experiments/baselines/agentdiet/data/410.json,crash,pipeline_anomaly
411,experiments/baselines/agentdiet/data/411.json,crash,pipeline_anomaly
412,experiments/baselines/agentdiet/data/412.json,crash,pipeline_anomaly
413,experiments/baselines/agentdiet/data/413.json,crash,pipeline_anomaly
415,experiments/baselines/agentdiet/data/415.json,crash,pipeline_anomaly
416,experiments/baselines/agentdiet/data/416.json,crash,pipeline_anomaly
417,experiments/baselines/agentdiet/data/417.json,crash,pipeline_anomaly
419,experiments/baselines/agentdiet/data/419.json,crash,pipeline_anomaly
420,experiments/baselines/agentdiet/data/420.json,crash,pipeline_anomaly
421,experiments/baselines/agentdiet/data/421.json,crash,pipeline_anomaly
422,experiments/baselines/agentdiet/data/422.json,crash,pipeline_anomaly
